CODIGO;NOMBRE DEL PRODUCTO;CODIGO DE BARRAS;TIPO DE PRODUCTO;ENVASE;CONT.UN.COMPRA;CONT.UN.VENTA;FAMILIA;SUB-FAMILIA 1;SUB-FAMILIA 2;ESTADO;INCLUYE EN BOLETA;INCLUYE EN FACTURA;EXENTO DE IVA;NOMBRE CORTO;PESABLE;ILA;PRECIO VENTA
1668;MANJAR COLUN KILO                       ;7802920000000;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;LACTEOS                                 ;MANJAR                                  ;                                        ;ACTIVO                                  ;S;S;N;manjar    colun kilo; ;0;2020
1669;YOGHITO  *36 SOPROLE                    ;               ;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;LACTEOS                                 ;YOGURT                                  ;                                        ;INACTIVO                                ;S;S;N;yoghito*36soprole   ; ;0;4788
1670;MANJAR COLUN RECETA CAMPO KILO          ;7802920000000;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;LACTEOS                                 ;MANJAR                                  ;                                        ;ACTIVO                                  ;S;S;N;manjar colk.receta  ; ;0;2140
1671;HUEVO PRIMERA*50C.*180U.                ;               ;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;HUEVOS                                  ;                                        ;                                        ;ACTIVO                                  ;S;S;N;huevo prim*50c.180u.; ;0;882000
1673;HUEVO EXTRA *50CAJAS PALET              ;               ;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;HUEVOS                                  ;                                        ;                                        ;ACTIVO                                  ;S;S;N;huevo ex  180*mayor ; ;0;909000
1674;QUESO 8 LAMINAS QUILLAYES               ;               ;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;LACTEOS                                 ;QUESOS                                  ;                                        ;ACTIVO                                  ;S;S;N;queso 8 laquillayesl; ;0;830
1675;KETCHUP 620G.DOY PACK HEINZ             ;               ;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;ABARROTES                               ;CONSERVAS                               ;                                        ;ACTIVO                                  ;S;S;N;ketchup   620g.heinz; ;0;1230
1676;QUESO GAUDA DOLLINCO X PALET            ;               ;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;LACTEOS                                 ;QUESOS                                  ;                                        ;ACTIVO                                  ;S;S;N;queso gauddollinco x;S;0;99999
1677;QUESO GAUDA STA.ESTER                   ;               ;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;LACTEOS                                 ;QUESOS                                  ;                                        ;ACTIVO                                  ;S;S;N;queso gaudsta.ester ;S;0;3400
1678;DURAZNO CUB.CJ.3KG.GHOSH GALON          ;               ;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;ABARROTES                               ;CONSERVAS                               ;                                        ;INACTIVO                                ;S;S;N;durazno   cj*6      ; ;0;999999
1679;LENTEJAS EST.CASERO PF                  ;               ;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;ABARROTES                               ;LEGUMBRES                               ;                                        ;ACTIVO                                  ;S;S;N;lentejas est.pf     ; ;0;1100
1680;POLLO ARVEJADO 380G.WASIL               ;               ;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;ABARROTES                               ;LEGUMBRES                               ;                                        ;ACTIVO                                  ;S;S;N;pollo arve380g.wasil; ;0;1360
1682;DURAZNOS CUB.380G.WASIL CAJITA          ;7801310000000;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;ABARROTES                               ;CONSERVAS                               ;                                        ;ACTIVO                                  ;S;S;N;duraznos  cub.380g. ; ;0;495
1683;RAVIOLES 500G.CHEF                      ;               ;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;ABARROTES                               ;CONSERVAS                               ;                                        ;INACTIVO                                ;S;S;N;ravioles  500g.chef ; ;0;750
1684;LECHE POLVO 400G.COLUN DESC.            ;7802920000000;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;LACTEOS                                 ;LECHES                                  ;                                        ;INACTIVO                                ;S;S;N;leche pol 400g.colun; ;0;1650
1685;REGGIANITO CJ.30U.*40G.COLUN            ;7802920000000;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;LACTEOS                                 ;QUESOS                                  ;                                        ;ACTIVO                                  ;S;S;N;reggianito30u.*40g. ; ;0;16200
1686;CHAMPIÒON LAM.400G.DEYCO                ;7801530000000;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;ABARROTES                               ;CONSERVAS                               ;                                        ;ACTIVO                                  ;S;S;N;champiÒon lam.400g.d; ;0;850
1687;POROTOS ESP.CAJ.400G.WASIL              ;7801310000000;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;ABARROTES                               ;CONSERVAS                               ;                                        ;ACTIVO                                  ;S;S;N;porotos   esp.wasil ; ;0;430
1688;ENSALADA VERD.340G.CAJ.WASIL            ;7801310000000;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;ABARROTES                               ;CONSERVAS                               ;                                        ;ACTIVO                                  ;S;S;N;ensalada  verd.400  ; ;0;480
1689;DURAZNO CUB.CAJ.380G.REGIMEL            ;7801310000000;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;ABARROTES                               ;CONSERVAS                               ;                                        ;ACTIVO                                  ;S;S;N;durazno   380g.regim; ;0;645
1690;ENSALADA FRUTAS 380G.REGIMEL            ;7801310000000;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;ABARROTES                               ;CONSERVAS                               ;                                        ;ACTIVO                                  ;S;S;N;ensalada  380g.regim; ;0;520
1691;ENSALADA FRUTAS 380G.WASIL CAJITA       ;7801310000000;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;ABARROTES                               ;CONSERVAS                               ;                                        ;ACTIVO                                  ;S;S;N;ensalada f380g.wasil; ;0;335
1692;CHOCLO DULCE 340G.WASIL                 ;7801310000000;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;ABARROTES                               ;CONSERVAS                               ;                                        ;ACTIVO                                  ;S;S;N;choclo    dulce 340g; ;0;570
1693;POROTOS NEGROS 380G.WASIL               ;7801310000000;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;ABARROTES                               ;CONSERVAS                               ;                                        ;ACTIVO                                  ;S;S;N;porotos ne380g.wasil; ;0;680
1694;LENTEJAS 380G.WASIL                     ;7801310000000;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;ABARROTES                               ;CONSERVAS                               ;                                        ;ACTIVO                                  ;S;S;N;lentejas 380g.wasil ; ;0;590
1695;GARBANZOS 380G.WASIL                    ;7801310000000;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;ABARROTES                               ;CONSERVAS                               ;                                        ;ACTIVO                                  ;S;S;N;garbanzos 380g.wasil; ;0;590
1696;SALAMIN ITALIANO 200G.PF.               ;               ;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;CECINAS                                 ;SALAMITO                                ;                                        ;ACTIVO                                  ;S;S;N;salamin   italiano  ; ;0;1880
1697;VIENESA TRAD.250G.PF                    ;7801930000000;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;CECINAS                                 ;VIENESA                                 ;                                        ;ACTIVO                                  ;S;S;N;vienesa pf250g.     ; ;0;510
1698;LECHE POLVO 900G.NIDO INST.             ;               ;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;LACTEOS                                 ;LECHES                                  ;                                        ;ACTIVO                                  ;S;S;N;leche pol 900g.nido ; ;0;4250
1699;SERVILLETAS CJ.60 PAQ.S.BLANKO          ;               ;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;OTROS                                   ;                                        ;                                        ;ACTIVO                                  ;S;S;N;servilletacj.60     ; ;0;5400
1700;SERVILLETAS UNIDAD S.BLANKO             ;7702520000000;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;OTROS                                   ;                                        ;                                        ;ACTIVO                                  ;S;S;N;servilletas.blanko  ; ;0;110
1701;YOGH.GRIEGO DANONE *48 TROZO            ;               ;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;LACTEOS                                 ;YOGURT                                  ;                                        ;INACTIVO                                ;S;S;N;yoghurt*48griego dan; ;0;9120
1702;QUESO CABRA FUNDIR PROBOLETA CALLAQUI   ;               ;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;LACTEOS                                 ;QUESOS                                  ;                                        ;ACTIVO                                  ;S;S;N;queso cabrfundir    ; ;0;2490
1703;NECTAR PIÒA 6*200CC.COLUN               ;7802920000000;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;ABARROTES                               ;CONSERVAS                               ;                                        ;ACTIVO                                  ;S;S;N;nectar *6t200cc.col ; ;0;1100
1705;SARDINA ENT.125G.CLUB GHOSH             ;7804610000000;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;ABARROTES                               ;CONSERVAS                               ;                                        ;ACTIVO                                  ;S;S;N;sardina   ent.125g. ; ;0;380
1706;QUESO MANTECOSO MATTHEI                 ;               ;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;LACTEOS                                 ;QUESOS                                  ;                                        ;INACTIVO                                ;S;S;N;queso mantmatthei   ;S;0;999999
1707;LECHE ENT.6*1 SURLAT                    ;               ;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;LACTEOS                                 ;LECHES                                  ;                                        ;INACTIVO                                ;S;S;N;leche ent.6*1 surlat; ;0;3480
1710;MANTEQUILLA 250G.QUILLAYES.             ;               ;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;LACTEOS                                 ;MANTEQUILLAS                            ;                                        ;ACTIVO                                  ;S;S;N;manetquill250g.quill; ;0;1150
1711;LECHE CALO 6*200ML.FRUTILLA             ;               ;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;LACTEOS                                 ;QUESOS                                  ;                                        ;ACTIVO                                  ;S;S;N;leche calo6*200ml.fr; ;0;900
1712;MANTEQUILLA B/COL 250G.LONCOLECHE       ;               ;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;LACTEOS                                 ;MANTEQUILLAS                            ;                                        ;ACTIVO                                  ;S;S;N;mantequill250g.b/col; ;0;1310
1715;QUESO CHACRA 500G.QUILLAYES UNIDAD      ;               ;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;LACTEOS                                 ;LECHES                                  ;                                        ;ACTIVO                                  ;S;S;N;queso chacra 500g.  ; ;0;790
1716;PACK 6 YOGH LIGHT TROZO SOPROLE         ;               ;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;LACTEOS                                 ;YOGURT                                  ;                                        ;INACTIVO                                ;S;S;N;pack 6    light troz; ;0;1000
1717;CASTAÒAS ALMIBAR LT.SAN AMBROSIO        ;               ;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;ABARROTES                               ;CONSERVAS                               ;                                        ;ACTIVO                                  ;S;S;N;castaÒas  almibar   ; ;0;4630
1718;PIMIENTO MORRON 780G.GHOSH              ;7804610000000;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;ABARROTES                               ;CONSERVAS                               ;                                        ;ACTIVO                                  ;S;S;N;pimiento  morron    ; ;0;1620
1719;PIMIENTO MORRON 220G.GHOSH              ;7804610000000;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;ABARROTES                               ;CONSERVAS                               ;                                        ;ACTIVO                                  ;S;S;N;pimiento  morron    ; ;0;464
1720;QUESO LAMIN.KG.CHILOLAC                 ;               ;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;LACTEOS                                 ;QUESOS                                  ;                                        ;ACTIVO                                  ;S;S;N;queso lam KG.CHILOLA; ;0;3992
1722;POROTO TORTOLA KILO PALMILLA            ;               ;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;ABARROTES                               ;LEGUMBRES                               ;                                        ;ACTIVO                                  ;S;S;N;poroto torkilo palmi; ;0;1950
1725;QUESO LAMIN.12*250G.COLUN               ;               ;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;LACTEOS                                 ;QUESOS                                  ;                                        ;INACTIVO                                ;S;S;N;queso la  12*250g.co; ;0;99999
1726;QUESO GAUDA CAMPO BUENO                 ;               ;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;LACTEOS                                 ;QUESOS                                  ;                                        ;ACTIVO                                  ;S;S;N;queso gaudcampo buen;S;0;3780
1729;LECHE DESC.6*1 SURLAT                   ;               ;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;LACTEOS                                 ;LECHES                                  ;                                        ;INACTIVO                                ;S;S;N;leche des 6*1 surlat; ;0;3414
1730;LECHE SEMI DESC.6*1 SURLAT              ;               ;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;LACTEOS                                 ;LECHES                                  ;                                        ;ACTIVO                                  ;S;S;N;leche semi6*1 surlat; ;0;3480
1731;VIENESA KG.MERKAT                       ;               ;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;ABARROTES                               ;ACEITES                                 ;                                        ;ACTIVO                                  ;S;S;N;vienesa kgmerkat    ; ;0;850
1733;SALSA TARTARA 250G.DON JUAN             ;               ;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;ABARROTES                               ;CONSERVAS                               ;                                        ;ACTIVO                                  ;S;S;N;salsa tar 250g.mo   ; ;0;1050
1734;NESQUIK CHOC.200G.BOLSA                 ;7613030000000;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;ABARROTES                               ;CONSERVAS                               ;                                        ;ACTIVO                                  ;S;S;N;nesquik   choc.200g ; ;0;1030
1735;NESQUIK FRUT.200G.BOLSA                 ;7613030000000;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;ABARROTES                               ;CONSERVAS                               ;                                        ;ACTIVO                                  ;S;S;N;nesquik   frut.200g ; ;0;890
1736;QUESO LAMIN.3K.APP QUILLAYES            ;               ;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;LACTEOS                                 ;QUESOS                                  ;                                        ;ACTIVO                                  ;S;S;N;queso lam 3k.app qui; ;0;12600
1737;QUESO GAUDA BIOLECHE                    ;               ;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;LACTEOS                                 ;QUESOS                                  ;                                        ;ACTIVO                                  ;S;S;N;queso gaudchilolac  ;S;0;3190
1738;QUESO MOZZARELLA TROZADO PESABLE LJUBET ;               ;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;LACTEOS                                 ;QUESOS                                  ;                                        ;INACTIVO                                ;S;S;N;queso mozztrozado   ;S;0;99999999
1739;QUESO LAMIN.500G.RAFULCO                ;               ;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;LACTEOS                                 ;QUESOS                                  ;                                        ;ACTIVO                                  ;S;S;N;quesolam  500g.raful; ;0;2000
1740;QUESO LAMIN.RODDA PESABLE               ;               ;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;LACTEOS                                 ;QUESOS                                  ;                                        ;ACTIVO                                  ;S;S;N;queso la  rodda psa ;S;0;3900
1741;CHAMPIÒON FCO.280G.LAM.DEYCO            ;7801530000000;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;ABARROTES                               ;CONSERVAS                               ;                                        ;ACTIVO                                  ;S;S;N;champ.fco 280g.lam  ; ;0;850
1742;PACK 6 GRIEGO SOPROLE                   ;               ;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;LACTEOS                                 ;QUESOS                                  ;                                        ;INACTIVO                                ;S;S;N;pack 6 grisoprole   ; ;0;1000
1743;QUESO MOZZARELLA IMPORTADO              ;               ;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;LACTEOS                                 ;QUESOS                                  ;                                        ;ACTIVO                                  ;S;S;N;queso mozzbarra     ;S;0;3630
1744;QUESO CHACRA 250G.QUILLAYES             ;               ;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;LACTEOS                                 ;QUESOS                                  ;                                        ;ACTIVO                                  ;S;S;N;queso chac250g.quill; ;0;490
1745;QUESO CHANCO ISLA TEJA                  ;               ;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;LACTEOS                                 ;QUESOS                                  ;                                        ;ACTIVO                                  ;S;S;N;queso chanisla teja ;S;0;4350
1746;LECHE SEMI.DESC.LT SOPROLE              ;               ;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;LACTEOS                                 ;LECHES                                  ;                                        ;ACTIVO                                  ;S;S;N;leche semidesc lt so; ;0;720
1747;NESCAFE IRISH CREAM CJ.8U.              ;               ;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;ABARROTES                               ;CONSERVAS                               ;                                        ;ACTIVO                                  ;S;S;N;nescafe   irish cre ; ;0;2380
1748;LECHE CHOC.6*200ML.SOPROLE              ;               ;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;LACTEOS                                 ;LECHES                                  ;                                        ;ACTIVO                                  ;S;S;N;leche choc6*200ml.  ; ;0;1500
1749;LECHE CHOC.30*200.SOPROLE               ;               ;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;LACTEOS                                 ;LECHES                                  ;                                        ;ACTIVO                                  ;S;S;N;leche choc30*200    ; ;0;7320
1750;LECHE CHOC.60*200ML.SURLAT              ;               ;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;LACTEOS                                 ;LECHES                                  ;                                        ;ACTIVO                                  ;S;S;N;leche choc60*200ml  ; ;0;9420
1751;LASAGNA 1,4 KG.SADIA BOLOGNESA          ;               ;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;LACTEOS                                 ;LECHES                                  ;                                        ;INACTIVO                                ;S;S;N;lasagna sa1,4 kg.bol; ;0;2980
1752;LECHE ENT.12*1 SURLAT                   ;               ;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;LACTEOS                                 ;LECHES                                  ;                                        ;ACTIVO                                  ;S;S;N;leche ent 12*1 surla; ;0;6960
1753;QUESO LAMIN 12*1 RAFULCO                ;               ;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;LACTEOS                                 ;QUESOS                                  ;                                        ;INACTIVO                                ;S;S;N;queso lami12*1 raful; ;0;999999
1754;LECHE VAINILLA 6*200ML.SURLAT           ;               ;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;LACTEOS                                 ;LECHES                                  ;                                        ;INACTIVO                                ;S;S;N;leche vain6*200ml.su; ;0;1080
1755;QUESO RALLADO 40G.LA VAQUITA            ;               ;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;LACTEOS                                 ;QUESOS                                  ;                                        ;ACTIVO                                  ;S;S;N;queso rall40g.la vaq; ;0;440
1757;ACEITE OLIVA 5L.VALLE ANDINO            ;2000060000000;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;ABARROTES                               ;ACEITES                                 ;                                        ;ACTIVO                                  ;S;S;N;aceite olivalle andi; ;0;12680
1758;QUESO GAUDA KUMEY                       ;               ;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;LACTEOS                                 ;QUESOS                                  ;                                        ;ACTIVO                                  ;S;S;N;queso gaudkumey     ;S;0;3490
1760;CEREAL ZUCARITAS 510G.KELLOGGS          ;               ;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;ABARROTES                               ;LEGUMBRES                               ;                                        ;ACTIVO                                  ;S;S;N;cereal zuc510g.     ; ;0;2270
1761;NESCAFE MACCIATO CJ.8U.                 ;7613030000000;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;ABARROTES                               ;CONSERVAS                               ;                                        ;ACTIVO                                  ;S;S;N;nescafe   macchiato ; ;0;2380
1762;POROTO NEGRO 400G.DEYCO                 ;               ;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;ABARROTES                               ;CONSERVAS                               ;                                        ;ACTIVO                                  ;S;S;N;poroto neg400g.deyco; ;0;600
1763;ACEITUNA 400G.NG.LAM.TOLEDO             ;               ;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;ABARROTES                               ;CONSERVAS                               ;                                        ;ACTIVO                                  ;S;S;N;aceituna  ng.lam.400; ;0;1120
1764;LECHE SEMI DESC LT.SURLAT               ;7808710000000;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;LACTEOS                                 ;LECHES                                  ;                                        ;INACTIVO                                ;S;S;N;leche semidesc.yum  ; ;0;640
1765;LECHE SEMI DESC.6*1 YYYY                ;               ;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;LACTEOS                                 ;LECHES                                  ;                                        ;INACTIVO                                ;S;S;N;leche yum 6*1       ; ;0;3408
1766;CEREAL ESTRELLITAS 330G.NESTLE          ;               ;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;ABARROTES                               ;LEGUMBRES                               ;                                        ;ACTIVO                                  ;S;S;N;cereal est330g.nestl; ;0;1490
1767;QUESO CHACRA 12*500G.QUILLAYES          ;               ;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;LACTEOS                                 ;QUESOS                                  ;                                        ;ACTIVO                                  ;S;S;N;queso cha 12*500g.qu; ;0;7560
1768;CAMARON ECUAT.PREMIUM KILO              ;               ;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;OTROS                                   ;                                        ;                                        ;INACTIVO                                ;S;S;N;camaron   ecuat.pre ; ;0;9999999
1769;ARROZ OREGON 10*1                       ;               ;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;ABARROTES                               ;ARROZ                                   ;                                        ;ACTIVO                                  ;S;S;N;arroz     oregon 10*; ;0;6450
1770;ARROZ OREGON KILO                       ;               ;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;ABARROTES                               ;ARROZ                                   ;                                        ;ACTIVO                                  ;S;S;N;arroz oregon10*1    ; ;0;700
1771;LENTEJA OREGON 10*1                     ;               ;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;ABARROTES                               ;LEGUMBRES                               ;                                        ;ACTIVO                                  ;S;S;N;lenteja   oregon10*1; ;0;10800
1772;LENTEJA OREGON KILO                     ;7809640000000;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;ABARROTES                               ;CONSERVAS                               ;                                        ;ACTIVO                                  ;S;S;N;lenteja   oregon kg.; ;0;1200
1773;PIMIENTO MORRON 390G.SAN AMBROSIO       ;               ;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;ABARROTES                               ;LEGUMBRES                               ;                                        ;ACTIVO                                  ;S;S;N;pimiento  morron 390; ;0;980
1774;POROTO HALLADO OREGON KILO              ;               ;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;ABARROTES                               ;LEGUMBRES                               ;                                        ;ACTIVO                                  ;S;S;N;poroto    hallado kg; ;0;990
1775;HUESILLOS ALMIBAR LT.SAN AMBROSIO       ;               ;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;ABARROTES                               ;LEGUMBRES                               ;                                        ;ACTIVO                                  ;S;S;N;huesillos almibar fc; ;0;3230
1776;POROTO BLANCO KG.LICANRAY               ;               ;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;ABARROTES                               ;LEGUMBRES                               ;                                        ;ACTIVO                                  ;S;S;N;poroto    blanco kg.; ;0;1300
1777;ARVEJA VDE.OREGON 10*1                  ;               ;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;ABARROTES                               ;LEGUMBRES                               ;                                        ;ACTIVO                                  ;S;S;N;arveja    vde.10*1  ; ;0;11000
1778;ARROZ GRANEL 5K                         ;               ;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;ABARROTES                               ;LEGUMBRES                               ;                                        ;INACTIVO                                ;S;S;N;arroz gran5 kilos   ; ;0;1500
1779;ARROZ PRE GRAN.10*1 COLISEO             ;               ;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;ABARROTES                               ;LEGUMBRES                               ;                                        ;ACTIVO                                  ;S;S;N;arroz pre gran.10*1 ; ;0;7480
1780;ARROZ PRE GRAN.COLISEO KG.              ;               ;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;ABARROTES                               ;LEGUMBRES                               ;                                        ;ACTIVO                                  ;S;S;N;arroz pre gran.kg.  ; ;0;790
1781;MARGARINA NEXT 250G.                    ;7802900000000;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;LACTEOS                                 ;MARGARINAS                              ;                                        ;ACTIVO                                  ;S;S;N;margarina 250g.next ; ;0;440
1782;GARBANZO ENT.10*1 OREGON                ;               ;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;ABARROTES                               ;LEGUMBRES                               ;                                        ;ACTIVO                                  ;S;S;N;garbanzo  10*1 oreg ; ;0;10200
1783;GARBANZO ENT.KILO OREGON                ;               ;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;ABARROTES                               ;LEGUMBRES                               ;                                        ;ACTIVO                                  ;S;S;N;garbanzo  kilo orego; ;0;1080
1784;MERM.DURAZNO 250G.WATTS.                ;7802810000000;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;ABARROTES                               ;CONSERVAS                               ;                                        ;ACTIVO                                  ;S;S;N;mermelada durazno250; ;0;490
1785;MERM.FRUTILLA 250G.WATTS                ;7802810000000;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;ABARROTES                               ;CONSERVAS                               ;                                        ;ACTIVO                                  ;S;S;N;mermelada frutilla  ; ;0;600
1786;MERM.MORA 250G.WATTS                    ;7802810000000;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;ABARROTES                               ;CONSERVAS                               ;                                        ;ACTIVO                                  ;S;S;N;merm.mora 250g.     ; ;0;710
1787;MERM.FRAMBUESA 250G.WATTS               ;7802810000000;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;ABARROTES                               ;CONSERVAS                               ;                                        ;ACTIVO                                  ;S;S;N;merm.fram 250g.     ; ;0;600
1788;MERM.DAMASCO 250G.WATTS                 ;7802810000000;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;ABARROTES                               ;CONSERVAS                               ;                                        ;ACTIVO                                  ;S;S;N;merm.damas250g.     ; ;0;590
1789;QUESO GAUDA DOS ALAMOS                  ;               ;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;LACTEOS                                 ;QUESOS                                  ;                                        ;ACTIVO                                  ;S;S;N;queso gau dos alamos;S;0;3380
1790;MANGOS AL JUGO 720G.GHOSH               ;               ;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;ABARROTES                               ;CONSERVAS                               ;                                        ;ACTIVO                                  ;S;S;N;mangos    720g.ghosh; ;0;1980
1791;YOGH.CALAN * 48 BATIDO CAJA             ;               ;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;LACTEOS                                 ;LECHES                                  ;                                        ;INACTIVO                                ;S;S;N;yoghurt*48calan     ; ;0;4512
1792;ESPARRAGOS ENT.330G.GHOSH               ;               ;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;LACTEOS                                 ;LECHES                                  ;                                        ;ACTIVO                                  ;S;S;N;esparragosent.330g.g; ;0;1510
1793;LECHE SEMI 12*1 COLUN                   ;               ;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;LACTEOS                                 ;LECHES                                  ;                                        ;INACTIVO                                ;S;S;N;leche semi12*colun  ; ;0;7620
1794;MIEL KILO ARTESANAL                     ;               ;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;ABARROTES                               ;CONSERVAS                               ;                                        ;ACTIVO                                  ;S;S;N;miel kilo artesanal ; ;0;2190
